LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
168533.66180535348,1,1,1,56,1,1,1,0,0,1,104728.54219131649,96814.50845168128,109870.25048344304,97083.60143536814,93379.53052943929,90951.58963215735,64651.27035720738,60579.305821817,69138.48288503714,20299.65556469125,39810.6730361067,33693.56244526595,0
238634.92372757307,2,4,1,55,0,-1,0,-1,0,1,161585.1824673524,163959.81553917585,171356.19165630505,179667.9653841286,170129.45646540585,170614.58801581964,122069.21539758363,64894.140392493384,125174.56151422104,120230.88246029505,35551.913954269854,102783.61805640784,0
428966.75513491454,2,4,1,29,-2,-3,-4,-5,-5,-6,251316.05122260712,239859.22609874586,205010.64213211185,236890.76039947502,269067.65973140975,241623.30710397003,221122.0910444198,187673.62069951388,129733.15235745689,153417.49393044034,88435.50016825483,85935.71208741063,0
173331.76039784186,2,3,3,49,0,-1,-1,-2,-3,-4,108008.97684846199,115567.03376806236,120321.34010656718,115353.29801980409,118386.62717891457,138332.647237029,78844.45793612943,50909.98873158643,78092.16577381184,93593.38351912663,18615.552950352638,36568.17892302104,0
196722.16484247215,1,1,3,37,3,4,5,5,6,6,143955.05919686984,129319.65703282012,122608.18481375533,139333.2680296135,147009.34726265204,123519.58706773572,33669.291372072395,70599.99140316888,66561.45421566207,14820.444885944573,43182.27089359547,96456.3600180913,1
197877.8469257779,1,4,3,27,5,6,7,6,7,6,106306.80739757288,89344.2181935316,74301.96587895713,78024.87372160173,64284.9138237381,68458.06136275902,80409.16706660415,41627.186407916284,36636.1571281038,36351.34567892888,13428.791062766246,15055.08070915598,0
514711.60992705467,2,1,2,33,-2,-2,-2,-2,-2,-3,421538.4522613327,372366.8860972567,414917.04178415117,351783.4868237331,293359.03532317304,306095.93433926563,234083.20543511675,164975.75869166004,229617.93325350867,145793.20811086296,136173.75959874553,122000.79816138608,0
512414.3306768544,1,1,2,38,5,6,5,6,5,6,415322.0022218429,405539.1602188659,352590.88741339237,362220.87322663155,298684.10160363105,293912.73882359406,78439.80434531416,113541.17564337938,149673.83835131756,255831.02875073487,171699.1337967722,157496.1531678118,1
370486.4677454652,1,3,1,60,3,3,2,1,0,0,156755.58687668157,157548.12458101576,167417.28023703652,173229.39495808093,149680.69101628012,172034.1068394016,90674.95495872025,130248.8023876771,88019.68023998164,148163.9091233201,29605.981305266676,42322.093240909555,0
296342.36790098273,2,1,1,54,-2,-1,0,0,1,1,172970.94585971866,181434.95643595033,193630.24754996595,177413.3378899391,157709.1509157475,172765.51153131115,113504.1731981288,29407.1009059744,166624.47039504553,147834.00656573902,109962.27756951444,112869.42524876831,0
338484.22910754906,1,4,1,31,4,4,4,4,5,4,306656.0529128164,359149.46079132287,430767.6234710715,442448.22153919743,447671.98236497905,418709.38828323624,216539.92253499062,208060.73749097725,196260.0715171192,271170.4433088666,393701.6014866086,239609.69180308012,0
428887.8433780959,1,1,1,34,1,1,1,0,1,2,165099.90864968862,155580.0753045309,140519.84873078464,164446.17196766133,185806.91746570688,168038.76628557744,91790.883313689,99282.56828429303,77872.69479019189,92923.7978725133,43096.855595070265,44372.86214304678,0
137699.93579171304,2,4,2,36,-2,-3,-2,-2,-1,-1,44637.033712038574,50667.2669120053,41361.21432921306,36449.08861403652,40155.23214127037,45015.21898542605,26888.04566847862,8180.671440009312,18245.31768537456,25107.023578594322,33404.78578996154,21975.42592931666,0
391099.4853738524,1,1,1,63,0,1,1,2,1,2,281380.3803365775,236436.56489603786,213421.5632302682,249278.56738192818,230651.40976359133,196415.14039721902,233787.5142188614,176098.5886425909,171723.4992090397,53406.397396978165,132539.5367308697,24036.829666786045,0
99534.31987011852,1,4,1,39,5,4,4,5,4,3,70523.53144722867,80500.69385465236,83591.20226335121,100127.2394996163,118395.97844505224,130218.48265876558,32100.771800839946,36192.69100657371,37002.79998012768,46338.97611317486,103859.08434531491,69662.66338410696,1
173469.81970559078,2,2,2,29,-2,-1,0,0,0,0,107441.535720415,91354.75690455662,102473.7531018528,92533.61025004528,110462.38954618883,97736.55972501486,46175.00667982699,73756.49176342165,48529.14476945382,46933.586865071215,22813.0977052496,34423.02256535339,0
358852.62349603616,1,1,2,49,3,3,2,3,4,3,316107.909918191,337810.21872100513,370677.69092345814,324863.6054801995,333123.84559016716,301210.3324438315,58188.54158164825,79543.6655636939,163042.838065438,174050.73408580705,38979.72583915833,258969.98082937935,1
78558.31597288372,1,2,1,29,0,0,1,2,2,2,53954.1025176807,49617.29917016209,44048.07166689564,35280.57141027942,40846.85464909871,46841.4653879289,43928.287161176035,13198.041057046694,22197.275154199662,22889.847663691493,9537.037983628074,19218.357674103652,0
233191.75357736007,1,4,3,22,1,2,3,4,3,2,164343.3921012071,196441.56237570802,229738.9314960309,234970.75832972757,250652.64574517755,269964.9655260872,36957.51056281161,111497.28840450087,179089.9455426659,140616.1937012109,68469.25655175075,51707.76489366301,0
146589.41249683773,2,4,1,60,-1,-2,-2,-1,-2,-2,123906.27483666924,138998.34714883502,164431.19356483908,150554.95207372704,153060.2796719518,151047.69268927854,51397.46761074462,88681.49916925718,116720.9662155732,20787.015829304866,129402.23055068491,64502.765875512916,0
219325.67553632837,1,2,2,27,1,0,1,0,-1,0,70275.57686137085,77170.75187087238,78401.01714693294,93212.11023722427,80197.04126306066,64796.66639843632,57468.60501149099,11595.787334256385,60382.90817100311,45570.00988056304,19328.197100377918,27816.034818424032,0
20000.0,2,4,1,56,-2,-2,-1,-1,-1,0,15368.8882373488,15431.425225072178,14969.145286607098,15283.56556024732,16821.071565163747,14443.874167768141,13321.549328806888,11570.988067287153,12615.96457699323,7607.632753284646,3476.5077266186045,4576.925052596957,0
37416.02745881837,2,4,3,41,-1,-2,-3,-3,-2,-2,13336.962996375567,12898.852274028144,12748.95965815335,12843.60951161816,10367.172011606363,9573.080636430132,3426.1772866285755,4758.59180258804,9942.61390275247,2537.6778801707383,4088.580953550754,6654.829686071486,0
166014.7318482499,1,2,2,43,-1,-1,0,-1,-1,0,91173.5843332015,88199.12071237384,99439.3698923086,91299.35330855545,104421.41208520501,98850.90622047163,14935.71896831541,28755.496360313024,11820.754274638752,44378.13673622516,18346.32377278341,11589.01722177459,0
361295.4918110299,1,3,2,56,1,2,3,3,4,3,228400.80866533943,193574.66463646098,162845.70225720134,139957.488991578,124797.08574513393,122734.6661765457,81168.79677167634,59957.58594090823,110988.3970615643,93904.60859197273,17408.52772130362,102254.06483534852,0
229163.7180651741,1,3,2,51,0,0,-1,-2,-3,-3,171518.30359695526,192896.44610512868,214233.0312294207,185643.15762411433,188434.35597912283,156247.85527904262,131391.05623614712,158339.42903870813,128058.52491141937,129260.48231289188,93279.67817863984,119984.31201096368,0
250341.50990761732,1,2,3,48,4,4,3,2,3,2,86340.1257152852,73405.74523276121,79218.41801547424,91278.61768581321,83336.96052370676,69924.0766622057,27416.761904264713,25061.464117994146,40006.37520584547,10488.727791917434,57586.36168756138,31729.564376282007,1
332586.7253322742,1,3,3,36,2,3,4,3,3,3,270636.4420811011,245172.15812717992,290550.9771083438,313480.6251226394,366850.26647097926,304090.30754861253,85882.2638400588,156334.15006276904,212637.86092878747,97887.15714480806,154708.27157186787,202330.09661989385,0
144455.63883891376,2,4,3,45,3,2,1,2,1,0,105757.59326816701,122761.37442955963,100641.03673990148,80724.34376668294,86007.56970135946,73885.45491988643,36411.32777325603,74418.39382450489,71777.26764110208,21352.234231799343,23589.16295979386,29624.008461497095,1
284035.2788568749,1,4,3,56,2,1,0,0,1,0,115712.44814630673,101760.25826161169,121952.19289998285,134722.49774350243,132488.45411416254,156126.73453026183,76454.36650124575,14394.711038208528,76557.95003088086,80931.79170973139,33201.894893269746,44106.352983581455,0
153356.01783212612,1,2,3,29,4,3,4,5,4,5,109237.9764584723,97037.93377813822,104971.43698826822,117541.60165070581,119924.90110718414,101884.4140824448,42395.964768562495,26243.678008404262,40818.98046271812,81403.42028391486,54814.510378956744,14968.238982409552,1
42679.660705527145,2,1,1,23,4,3,3,2,2,3,32631.354033946925,26965.09765071905,26499.658462826876,28854.420881979026,31176.34857268747,26732.70232049119,24205.601420987135,5514.5163028084635,12540.369531242573,10259.965196997924,11755.042059255464,7221.5563983983575,1
203092.02474938787,1,1,3,30,5,4,3,4,4,3,124599.002480652,141275.03245015358,159979.54762988666,137671.92409489487,164684.96177479698,141432.762019469,27613.893951668648,65428.14533719567,81867.3289536678,59687.625608829556,51848.65319546795,19503.264474738404,1
318856.70348860696,2,4,1,56,3,4,4,5,6,5,186673.07910920968,179419.8370182951,173623.9576777765,168436.29449811557,199580.77018152556,217955.5664084107,71924.58523567914,151216.20270106476,108813.7829595002,148914.2486786377,45904.34917930267,58554.21670111369,0
290630.68611997616,2,4,1,29,4,5,5,6,5,6,234138.4261273829,227118.34567790522,224028.61118963824,232523.0688938501,202120.81350127375,188639.42678441168,185110.6392331042,44602.73506188819,192230.4471164911,207225.9890154676,84055.4129834212,69734.62745966075,0
248580.34066254162,1,2,3,21,2,2,1,0,1,1,213005.8745912448,176745.68719169442,177153.80287535378,206527.29683869894,174663.84103384876,189827.60866143493,90139.64532233858,45757.64452848326,115905.85232485719,53312.07902604623,102277.01760844201,95914.58098124486,1
537083.8319125271,1,3,1,21,-1,0,0,0,0,0,165435.83658398158,191823.15233963312,193980.90188345552,227278.81062885243,242887.77565762668,237435.51673224554,115556.30480387683,98753.02915996776,85340.91856977332,83918.48728152257,110815.29792331607,174335.11591746812,0
299549.45923705347,1,4,1,29,1,1,0,0,-1,-2,101719.151433046,95512.22881435399,111762.89647616309,104252.56747606928,105101.32765771128,85831.1102270691,77179.88230002337,61610.06130906555,81469.53344331679,65267.58778251051,58964.41568510363,16328.963680532373,0
367448.32071248157,1,1,1,47,3,4,3,2,2,3,311833.9375692935,328494.9814559152,272056.0291932356,221652.57425096066,247337.93134342946,264513.6996359481,184025.01016124434,249951.0907372961,68056.00233808195,114454.60061311365,137740.1405546867,211398.3387078717,0
518577.2006197543,2,2,1,51,3,3,4,3,4,5,471300.9124767669,450358.29511865333,384715.86116717046,455547.2354868885,546540.7238780718,460657.3473439132,250434.91085668004,147349.3662914018,107413.7219080389,76625.93117672608,351812.25579922885,194808.77564816398,1
94709.76122065014,2,2,2,23,3,3,2,3,3,2,55355.67285300656,58911.74004228349,64294.86081324459,75776.82795740436,61744.20485706898,61123.634370590386,32949.09234437542,30001.118079292344,56020.38577006189,9535.830466232603,47339.899296085605,23441.234771935513,1
125345.41477540559,1,2,3,63,3,3,4,4,3,4,81809.02052279921,71906.91974866031,85386.63658528266,87266.88548456685,75191.13169486476,71862.96453667729,55742.62882949436,49098.05357211901,38397.70619715562,31289.786530777816,30774.79141206118,55144.99904815726,1
459245.4670147517,2,4,3,39,1,1,1,0,-1,-1,168523.3220522537,138975.8197225175,163305.18162920434,177764.1746103024,197800.448213752,199362.7272709393,150282.65613319637,36299.19730366999,38906.0557828539,102416.83883182422,78652.31712409364,136650.65524726815,0
154232.47177107248,2,4,2,53,-1,-2,-1,-2,-2,-3,75451.51993127423,83706.37142750368,95031.09652945929,85900.47557670597,70433.77622187338,70250.48062777398,18791.757628662453,67787.27779140955,65034.39728126918,48659.79791188333,62563.97077126261,54411.932668166686,0
253561.98763639963,1,2,2,26,5,4,3,2,1,0,193535.61348107998,205615.94027516292,234788.83486760713,228799.75643268402,267870.54676530475,290819.8138689587,140221.46909227243,131903.1126480303,80251.09413849431,35000.64512914972,127492.19226250838,236616.63420927376,0
378317.9163309218,1,4,2,46,3,4,4,5,5,5,232638.8161671298,223614.42142848892,250110.350700084,221520.4105060803,261069.24109000736,268974.04883219814,108393.5853149156,191914.68002619612,203286.16761092018,140886.97634780244,77069.8350517668,66265.51345680411,0
356884.7669551805,2,4,1,63,-1,-1,-2,-1,-1,0,295740.22396672185,240264.48020045419,205769.17047805205,184938.62860344764,220558.0909867815,188739.48013896623,242144.08973022364,169223.98769163107,42501.818775226864,122239.14958851304,76456.18614753058,142218.7078526649,0
460586.34183773317,1,3,2,44,-2,-3,-3,-3,-4,-5,221285.29026627503,248844.39055980567,275114.87696742377,256015.3150164205,269455.4757406508,320661.0211689322,39367.90626624919,162278.95901041233,75323.2179865633,119299.63591217522,75510.86586593608,112194.57487115035,0
429477.2964440163,1,1,1,40,4,3,3,4,3,3,248340.80398371612,286100.5854726492,286227.2638713926,261251.1299499164,224028.9371872055,210512.69819851904,113037.42653418136,99315.1182838063,160655.01522527568,151643.32979930472,183833.198232574,27743.952243303007,1
378327.1203646884,1,3,1,62,0,-1,-1,-1,-1,-2,313450.4797320843,287092.8765902752,280361.9848835748,272017.8286495707,242698.66874000628,274334.049387135,91461.7202333667,119125.14841766158,34018.591798032845,75786.52075986004,177434.25447859277,77539.3145871553,0
157274.95429033705,2,2,1,33,0,0,1,0,-1,0,134087.66430191693,128708.64593080102,116678.00065617071,138633.75479905022,144996.16859038017,126284.09999946189,13768.161195084338,113165.31045445798,21499.23950417903,92877.80296446967,82578.50652124688,46152.71165280066,0
345383.52013518615,2,3,2,38,0,1,2,3,4,4,198911.9696231652,230487.8863445315,260215.6512239578,251004.92342251018,300894.2336391905,244504.71244400064,21905.78705511884,70322.63035738455,210684.80020677767,91709.88952840905,228847.86340899774,162813.12225630763,0
287712.63934082404,1,4,1,49,3,2,1,2,1,1,172141.40635410708,189852.97086586637,160331.7712348474,135635.9787100514,161915.85777391543,189773.09066508783,52040.62603893701,46475.4482061897,87886.69164540271,81363.05317680925,55542.239692745454,152812.9643433089,1
90848.14480714529,1,3,2,49,1,0,-1,0,1,1,41245.669256420624,45699.05590558356,54619.22978000861,46188.779101166976,54385.1215650479,62479.67383210736,35368.39914501142,17881.969241783572,19238.47941876107,13790.52416545352,9616.867166121061,45796.467278314485,0
420075.88557722233,1,1,1,61,2,1,1,0,-1,-2,242208.970633971,227360.4653906701,248973.53485990685,260191.9538507754,209978.2340121283,250002.57013697733,159747.92622718442,24720.319215997773,62306.577782520595,231278.86899043043,137117.3206216004,58743.88857023954,0
346868.384149428,1,1,3,36,3,2,2,1,1,2,216207.03932857694,244195.58993257378,267595.1847316473,283684.15565859614,279221.7285372481,232282.14229783573,69430.67126318286,184536.93657752234,228974.7876380279,99181.16477636408,81656.31720597771,112284.82687480644,0
255458.80967573167,2,4,3,24,2,1,1,2,1,1,127520.61948175325,115575.42739678378,95161.8171434362,80746.91617311194,96613.5326591204,105929.81628245371,65347.90929316885,15261.910678557086,33525.44064826011,71628.9457459426,46866.97196685836,66696.95616312919,0
222028.95268187037,1,1,3,64,2,2,3,2,1,0,84391.20692240038,77600.09172104928,87203.6349272278,74645.94602763541,62230.250095338895,58698.64524913094,69353.31819361918,50364.8222620552,61529.01023655845,11538.969217222231,9792.239384755017,23503.259143490897,0
106203.86263590556,2,2,2,50,1,1,0,-1,0,0,56894.089322335465,58951.05109843359,68173.18603618188,73900.69453823093,81561.66995473224,88121.83834191535,44417.98807110762,39044.17493787382,36358.36581363282,28590.967540918635,64396.888108509454,40215.417312809186,0
273942.8888270359,1,1,2,31,2,3,4,3,3,3,189890.6570313137,167073.79477921454,166704.54594956423,196011.31657175158,234660.86569547132,193617.3825147504,43230.96191531977,56607.807296334635,120171.52699055901,38884.38252797794,49331.55516022745,73591.8395748061,1
306212.6943334773,2,3,2,21,2,2,3,3,3,2,120237.65022980016,99618.7865976275,96601.62622965412,94905.75785211788,79639.79615014438,92027.91509469903,23495.19794888557,59889.535666064185,36138.970381244995,73698.04789984191,60685.90138857361,27603.84163573402,1
150261.4018908065,2,4,3,48,5,4,5,6,6,6,127480.86507808427,122559.66064039592,119275.39064016895,105600.62367605206,92006.52010178383,92729.39459569777,81983.74569163688,100176.81409488169,85243.19031267514,85401.1740846415,41656.59310317841,38107.69697910114,0
389464.48589194356,1,3,2,28,4,5,6,7,7,6,254547.66669267765,257914.84396406513,259239.8837412999,269923.39285323786,257241.7759452753,257001.56855192094,55908.35034856252,130835.81135988358,146067.81956413452,207259.788118213,184410.57772220887,153979.53614588242,1
118335.63442203589,1,4,3,30,5,4,5,5,6,6,59887.59555213453,52063.308690571386,54881.41342156968,45593.49027003784,38604.96356016389,33204.31547618246,40604.074779883034,12861.771330343456,44734.70322128457,13120.397985602704,16892.453114446438,8833.36930458851,1
20000.0,1,4,1,26,4,3,2,3,4,4,12293.74682893504,14248.197140870456,15703.806004086222,14713.522351038757,11917.850036302936,14049.178653992016,3239.991109000457,2771.0978734925184,12381.757136499109,8786.192822732131,9853.17192245214,3246.633651278677,1
374767.2509071241,2,4,3,59,2,3,2,1,0,-1,165641.56523899836,139046.92076816363,136626.0363138757,121199.04142812721,140321.5249874398,113672.6454420001,88995.89247372921,75933.25560164664,64921.477502262656,60515.13897719614,64261.76611509577,35893.91567934682,0
201596.0754277471,2,2,3,48,5,5,6,6,7,6,99524.36815425573,104747.22359980394,109186.78052918108,98393.33371568094,79656.28473792228,74068.45230612908,44438.86211704151,57641.72429118567,91854.9150236376,12139.154539411858,16974.461664863076,23700.752978912198,0
234876.4497624382,1,2,1,58,2,2,3,4,4,3,99747.92732106877,113641.923856658,103133.77830626164,105763.52642361188,118878.44131842148,114188.19533326021,78741.71650528627,74479.84680207564,82998.32355750889,76663.23438749382,31901.739171388166,77345.57922919326,0
149497.99326099362,1,1,1,35,3,4,4,3,2,1,89573.70245410074,90736.22671882303,84512.0384824437,83002.44489018567,72403.15177015442,80010.04149664065,48566.73023512283,16008.210176036744,34468.861073360225,22565.85670617187,10090.571104937957,22455.115481778514,1
57284.46871391166,1,2,3,64,-2,-1,-2,-1,0,0,30619.268478984384,34338.739635771315,29682.42812249516,33563.84507084901,28644.82849626872,27897.194216261778,18234.972665981055,30704.472582460145,3835.9094189168663,9023.120035988755,19759.35786050644,18519.461229356402,0
400628.48496690625,1,2,2,46,3,4,3,2,1,2,210656.16428722718,235816.29538841225,205116.99388034784,204004.834426948,242407.62854808394,205594.95330375724,148531.01469962546,79122.9475452743,33975.52441217845,76287.62969464943,151426.5218977678,89638.84425009634,0
167335.72193836942,2,1,2,59,5,6,5,4,5,4,147137.02765153404,137566.69946192636,134197.99033892152,129561.10985570672,131964.17399270093,154132.88027393288,75016.90602999058,118711.65862998682,92309.88747527212,37367.940268131504,104624.17600564563,26671.51144205526,0
449314.2985777528,1,4,2,25,5,5,4,3,2,3,221429.68999394285,250926.24938974102,238623.2878074115,239139.00549853258,256225.35444084406,254835.90416895712,102216.73521836815,41719.834879925416,155483.69286540293,156741.7714015473,126265.94664781967,119005.25617177533,1
346876.98234528746,2,2,2,23,4,4,3,2,3,4,149248.75174534216,155981.65289457713,139696.70625122072,148865.7827316293,153863.3989659657,137153.80539203717,133800.6191667169,126982.42517828445,36210.99903139191,100705.92050601848,83827.28125409123,49783.21746397866,0
212229.0223939048,1,1,2,60,-2,-3,-2,-3,-3,-4,84875.6342046017,100120.43447706073,110498.86571790681,111904.42626617535,105786.35738095117,94462.11719231277,45103.81842520606,29768.491451083282,47937.587105332925,32561.734162528406,26457.183851950776,72392.95340133719,0
119691.71186477602,1,4,3,33,4,3,4,5,6,5,36482.881573836516,33597.95177825191,29518.098876219447,23982.94576232973,19594.029524871963,17970.260573591455,11526.763829497491,18180.03229773166,24127.10680863548,12615.901240851992,14714.880336884175,7163.620116682575,1
162104.56159354514,2,1,1,38,5,6,7,6,5,4,82229.70798527659,66757.65797849464,79297.66545885726,79028.0380889609,86755.94130888127,80743.62891900218,44180.233206434445,32008.072357682464,41653.24548635051,25637.01743915756,60366.15469313595,26674.475543286033,0
104497.22426857965,2,4,3,49,5,5,6,6,6,6,74722.19880402581,82423.22484799166,95741.02330294371,76744.0786332301,86234.65250788721,76866.16719553107,10874.526008475019,12884.64452517494,45472.08099075414,21123.171978453698,21240.100117775808,38536.94455007419,1
500453.6031505823,1,3,2,44,1,2,2,1,1,2,361038.73639806197,305963.72515164176,359311.57754008606,395000.7654997794,408948.90128113324,420976.2521476246,71600.84190913042,70181.32074282765,57840.33822291638,249344.55733755563,129875.38558292306,337918.8997370833,0
269732.947627579,1,4,3,38,5,5,6,7,6,5,254665.15908231694,279403.8516250107,267688.5217638333,243916.34328468872,250934.27887908556,224326.14903924783,119333.52792237287,100576.65096403348,110726.58685299137,127047.19712955995,141215.3124766236,30432.320308917657,1
388024.66510559584,1,3,2,37,1,2,3,2,1,2,347605.3884437956,303962.18337234785,317526.2976993658,265295.12410085485,277064.0775254022,275075.0958857359,170011.49346674632,236140.4134037507,200077.667922872,182038.1633380943,186638.745109584,35949.02094418601,0
97917.75411877272,2,1,1,60,0,1,1,1,2,3,38447.74468000206,40614.32708799678,37246.83222997818,35812.00413114887,35905.28296783518,34603.67225947969,26736.723011125265,31615.80783864554,6359.578952203092,6267.445087652619,13634.485971624279,7826.599811566242,0
271724.2155516405,2,4,2,52,-2,-3,-3,-2,-2,-2,231779.232244624,218855.1114155141,260088.6974854333,287794.3769414618,343832.0597967431,349554.11926152813,115214.19042451614,183115.96399866382,167230.98160143054,213227.32806739316,237637.2836374641,162274.9093431164,0
391343.43265702936,2,2,2,56,5,4,4,4,3,3,140427.6369400581,160599.08529005334,141041.11265182245,114742.45098299318,137439.71874963606,112801.78525314094,100592.6727322012,59857.24291680608,60572.54188856462,100185.27751840008,25211.68821989634,44510.83623268835,0
209798.7085680381,1,3,3,26,2,1,0,1,2,2,121798.79388940819,107832.36467451796,117672.16692936818,106134.43131259158,127230.72878553842,119052.98549837846,27846.916296373274,94824.49880224539,15447.714984653467,88776.79943915003,26716.249455509253,25468.87649786445,0
373733.7350706091,1,1,2,42,1,1,1,1,1,0,234131.5327016073,200666.65190494555,208687.40586440684,218942.60219520627,239865.01371002963,280523.36693399935,176260.76071361292,174304.50672277246,65026.532771570746,79299.7163432512,44088.710309559916,53614.52194657816,0
119851.85055930802,2,4,1,36,1,2,2,3,4,3,109617.50659150374,100617.67919872885,119969.02746058325,105658.32914498534,124706.5090949183,142268.2000921487,11695.503574270522,52347.476901561175,73307.18396961474,53142.52550035297,43225.74893888713,40870.69632594844,0
86383.41464576987,2,4,3,57,1,2,2,2,1,0,57855.0948565126,64154.912149361095,60135.81819254366,57444.25385096516,54676.07369929061,58944.46454222,19013.6440637602,54769.674144143806,41169.70131554261,39104.19645860069,42704.26478968953,24415.545917717947,0
295528.07344937633,2,4,3,30,4,4,4,3,3,4,243153.12884970626,241546.71921638367,245543.77867536488,259505.3267106221,295785.2865954763,278637.18129076826,149264.39229229407,122698.60985145619,126558.10775934959,79063.2899174239,77788.95565539943,132089.92781654617,0
204498.82785129372,2,3,1,62,1,0,-1,0,1,2,190514.85438191704,159064.4359668415,163202.24399533868,161880.33892901218,186558.85830243182,188062.27291692718,155909.10997641247,102040.5615179247,90324.77247858244,68808.37710217631,25251.431563382546,56871.97062930682,0
327046.5627126198,1,3,1,48,5,4,3,3,2,3,273277.6540766718,237965.39485539554,280117.35253948485,292644.8007740797,287805.6220040725,249908.50358557672,165404.44383556556,136071.2344533147,189395.1213623975,260719.30537261738,84742.32434885135,213675.56478220888,0
20000.0,1,3,1,63,-2,-3,-3,-2,-2,-3,8875.98382828263,7387.586922534695,8311.569503189105,8483.386179349947,9249.698346290106,10124.777845255958,7304.040066781132,3913.739273973809,3969.114006868695,2467.0852638517035,4883.580217525403,4487.236262983243,0
335471.7562564622,2,1,1,28,5,5,6,7,8,9,147156.14668510042,148048.88411278155,147570.16112359223,164007.70022887064,132711.75099653553,128284.30336416546,37026.95047370464,114123.26888368743,73965.04904738776,139544.93315270552,110180.21657686595,81437.26002370866,0
561796.4712723177,1,2,3,47,3,4,4,4,5,4,288115.5987330284,289057.31374053133,301102.123619271,320203.39222277765,297595.73810733046,342407.55958132143,39091.66083803958,225522.67641702708,150678.86082042745,160343.63576322564,218431.76644444308,190075.78471509813,0
247044.88222822233,2,3,1,57,2,2,1,2,2,1,211768.0932220085,192501.28344568796,200582.6331160273,229858.4476367556,259509.24917967332,307678.9234495988,107825.69844152467,52984.375063089676,88339.48150688839,88094.18760648576,91257.96633845255,254597.00799778476,1
254097.05546918098,1,4,1,62,1,0,-1,-2,-2,-3,186661.95132389097,152388.62185157914,161092.31349997633,151689.6028698923,136181.5659597077,151483.45161829254,44930.157391647655,122866.05570553118,73154.9340779768,44565.12779624871,58011.556495274766,44755.87868856238,0
271545.9381566415,2,3,1,63,-2,-1,-1,-1,-2,-1,155794.51713930193,169771.9064844519,156538.92228769895,156027.06447639226,170600.86553575823,145820.8188712388,99970.71416614983,146760.07832833138,76793.75418786368,90554.12609500968,68207.73301186583,64114.78018102407,0
